gene_id,is_de,timing_group,effect_stratum,effect_type,true_tau,true_kappa,true_delta1,true_delta2,target_abs_mean_posttau_log2fc,true_abs_mean_posttau_log2fc,true_r
gene_0483,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.785563856434372
gene_0484,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.431572706255796
gene_0485,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.390615904288765
gene_0486,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.24862465372734
gene_0487,True,late,moderate,symmetric,0.7739684997469098,12.0,-1.2740061323162313,1.1096509150917546,1.8442115307782192,1.8442115307782192,21.56454171628829
gene_0488,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.086132498628935
gene_0489,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.188682981832823
gene_0490,True,late,moderate,branch1_only,0.652506284846112,28.0,0.9884135010985261,0.0,1.2227657988034333,1.2227657988034333,34.66751916941841
gene_0491,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.60677098972846
gene_0492,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.443662371928966
gene_0493,True,middle,strong,branch2_only,0.4976685012674971,28.0,0.0,-2.2098197877639314,2.8736824190686945,2.873682419068694,37.12259442247645
gene_0494,True,late,strong,branch1_only,0.6753165827223726,24.0,1.9792636027759336,0.0,2.3476835283188158,2.3476835283188158,24.106531532755568
gene_0495,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.760578175587735
gene_0496,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.3623481929006
gene_0497,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.6071408949886
gene_0498,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.69229631048145
gene_0499,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.4705837681105
gene_0500,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.520341890179775
gene_0501,True,late,moderate,branch2_only,0.7425130336344066,16.0,0.0,1.100121153001751,1.0654651685511232,1.0654651685511232,27.56112528139701
gene_0502,True,late,strong,symmetric,0.7147575809245789,16.0,1.2135661939666909,-1.2845967977580677,2.5256405510876685,2.5256405510876685,30.05105519428256
gene_0503,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.162110866091535
gene_0504,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,38.69612519958767
gene_0505,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.359077634059982
gene_0506,True,middle,strong,symmetric,0.5454143189398583,20.0,-1.0057715102832179,0.837240901103798,2.253441138116947,2.253441138116947,21.91610039655359
gene_0507,True,late,moderate,symmetric,0.6675954216702434,24.0,0.6745783116489921,-0.7550636646774074,1.7042357518071083,1.7042357518071083,26.284481715354545
gene_0508,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.27374359791186
gene_0509,True,early,moderate,symmetric,0.23830140932376212,12.0,0.5839609453375728,-0.6493130893282463,1.50935925389909,1.5093592538990899,37.471999865881834
gene_0510,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.94988290723771
gene_0511,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.03561350992667
gene_0512,True,early,moderate,branch2_only,0.2011043276095681,20.0,0.0,1.0906546443337886,1.4368548808114694,1.4368548808114696,39.09375316318664
gene_0513,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.33706376209387
gene_0514,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.32837791610067
gene_0515,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.20090374262132
gene_0516,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.004460294015303
gene_0517,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.03163110171037
gene_0518,True,early,strong,symmetric,0.30737589088685924,28.0,0.8938589200439284,-0.8693043616653626,2.36166656911381,2.36166656911381,33.80334299616681
gene_0519,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.376930682532873
gene_0520,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.384776450821388
gene_0521,True,late,moderate,branch1_only,0.606073943120361,16.0,1.2164727552645545,0.0,1.3699621138079472,1.3699621138079472,26.64716030198594
gene_0522,True,late,weak,branch1_only,0.7065828561203304,16.0,-0.816068776855749,0.0,0.8342238509879897,0.8342238509879897,34.96176325290023
gene_0523,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.64932152416371
gene_0524,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.5776098979754
gene_0525,True,middle,moderate,symmetric,0.5447842005161792,28.0,-0.5919012380007157,0.5660031439661398,1.4887246865304937,1.4887246865304937,38.26687284147824
gene_0526,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.480398572946957
gene_0527,True,late,strong,symmetric,0.7071188940842115,28.0,0.9158477940571886,-0.879467050469296,2.15232912778524,2.15232912778524,32.12715465400502
gene_0528,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,30.683536534202453
gene_0529,True,early,weak,branch2_only,0.3366695421505653,12.0,0.0,-0.7852703368068448,0.9356617474519333,0.9356617474519333,36.334467562672394
gene_0530,True,early,strong,symmetric,0.2955032689764228,20.0,-1.0145733095772547,0.913139924651869,2.507306173631625,2.507306173631625,37.71061984967045
gene_0531,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.301200475577865
gene_0532,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,31.547721593856853
gene_0533,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,30.279650265920807
gene_0534,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.212364120608743
gene_0535,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.60501814567306
gene_0536,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.82186861366849
gene_0537,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.613280397714867
gene_0538,True,late,strong,symmetric,0.7833745689868546,28.0,1.1751818170288095,-1.183885776040517,2.6280678207100197,2.6280678207100197,31.28365526327871
gene_0539,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.28646212590756
gene_0540,True,early,strong,symmetric,0.33040036590985966,28.0,0.8744871608792406,-0.9208920227074613,2.398458656508888,2.398458656508888,32.87595071005637
gene_0541,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,31.91077528971885
gene_0542,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.720205214197748
gene_0543,True,early,weak,branch1_only,0.34373893972019287,20.0,-0.5113428196286507,0.0,0.6597532124594998,0.6597532124594998,25.10528947117762
gene_0544,True,late,moderate,symmetric,0.788433355632975,24.0,0.73968459746002,-0.8024203547130154,1.6227720931253777,1.6227720931253777,29.28738099892814
gene_0545,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.84182529050524
gene_0546,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.51477944009432
gene_0547,True,middle,weak,symmetric,0.5590035545133598,24.0,-0.2656556576007441,0.2806698560261213,0.6849124705017169,0.6849124705017169,26.46465798698994
gene_0548,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.66468162048469
gene_0549,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.21195458430519
gene_0550,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.49200022875561
gene_0551,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.753384481024362
gene_0552,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.685155714949254
gene_0553,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,30.66824441160785
gene_0554,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.638523988591167
gene_0555,True,middle,weak,symmetric,0.47635114460878514,16.0,-0.4080958361627412,0.3439327423276606,0.9054523646983089,0.9054523646983088,36.37455639579073
gene_0556,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,30.708637893722575
gene_0557,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.672188405506574
gene_0558,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.189906127408502
gene_0559,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.850169729842143
gene_0560,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.38045707533473
gene_0561,True,early,strong,symmetric,0.3286661342579179,28.0,1.0280233898448115,-0.9893022279275188,2.695513637055956,2.695513637055956,26.240797984593776
gene_0562,True,middle,moderate,symmetric,0.4201579756656033,24.0,-0.6205022277511955,0.5785939183806343,1.5574970594767423,1.5574970594767423,31.543393077179697
gene_0563,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,31.077395594871348
gene_0564,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.4825060681108
gene_0565,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.65019787038483
gene_0566,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.706350213922775
gene_0567,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.433375586602377
gene_0568,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.97759327711262
gene_0569,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.008939812161213
gene_0570,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.16657898658752
gene_0571,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.042801325129396
gene_0572,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.207425423956177
gene_0573,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.622597519402404
gene_0574,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.12222045105665
gene_0575,True,late,weak,symmetric,0.6350304852293376,20.0,0.28091735542492324,-0.31465896689483974,0.6961822723748425,0.6961822723748426,25.621008900328214
gene_0576,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.650266245095764
gene_0577,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.98350201686649
gene_0578,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.608242616625986
gene_0579,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.345103391578498
gene_0580,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.398949620641268
gene_0581,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,38.67326809640501
gene_0582,True,late,weak,symmetric,0.611276993988211,24.0,-0.30699039535495676,0.2601360206416966,0.6965946483432304,0.6965946483432303,38.536577610246866
gene_0583,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.040456133375123
gene_0584,True,late,strong,branch2_only,0.7083802593619453,28.0,0.0,2.365008618512172,2.8328265016246297,2.8328265016246297,25.35087236346029
gene_0585,True,early,strong,symmetric,0.33589657070632917,20.0,-0.9154220440175905,0.7638142262797595,2.1696320050893276,2.1696320050893276,27.855062932628556
gene_0586,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.499352526905
gene_0587,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.393736212848083
gene_0588,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,30.726118914415103
gene_0589,True,late,strong,symmetric,0.7449199093180489,12.0,1.6197967690283233,-1.7173662268270085,2.7779972529187216,2.7779972529187216,20.659499578159327
gene_0590,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.54764629596153
gene_0591,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.08298682620608
gene_0592,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,38.95008332284023
gene_0593,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.596050667991115
gene_0594,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.42862527849393
gene_0595,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.254650157811824
gene_0596,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.869570028716666
gene_0597,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.319375772836807
gene_0598,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.879983355606704
gene_0599,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.840836128170416
gene_0600,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.674493219154552
gene_0601,True,middle,moderate,symmetric,0.4726829928566298,24.0,0.8021430171423546,-0.7001723769111473,1.9298524702648958,1.9298524702648958,30.03065208653961
gene_0602,True,middle,weak,symmetric,0.5356423406831848,16.0,0.21493715754082704,-0.23507343263981634,0.5281733285811194,0.5281733285811194,32.876136489140634
gene_0603,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.432467893890482
gene_0604,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,38.06293346423625
gene_0605,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,38.079863270269314
gene_0606,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.871253396513076
gene_0607,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,38.600848883482676
gene_0608,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,31.35053796713687
gene_0609,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.941639457307904
gene_0610,True,middle,moderate,branch2_only,0.5772176814834348,24.0,0.0,-1.1428792585166636,1.423498414065643,1.423498414065643,20.889463448772148
gene_0611,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.24439434375997
gene_0612,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.353216365202222
gene_0613,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.2727271391285
gene_0614,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.095414399662033
gene_0615,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.639143381684036
gene_0616,True,early,moderate,symmetric,0.3804945119543838,28.0,0.5100071505996009,-0.537009908532561,1.389694532860989,1.389694532860989,39.05903185487051
gene_0617,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.83971483580046
gene_0618,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.152363735909155
gene_0619,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.40987109029685
gene_0620,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.145836672994136
gene_0621,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.727759875393033
gene_0622,True,early,weak,branch1_only,0.23789171370962187,24.0,0.7166139788296313,0.0,0.9554162988191925,0.9554162988191924,33.074759373872254
gene_0623,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.49382257339645
gene_0624,True,late,weak,symmetric,0.7332093089509859,16.0,0.2657452264867923,-0.29194875896878386,0.5485122718819613,0.5485122718819613,22.408905149989053
gene_0625,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,38.63064297682564
gene_0626,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.216262368232705
gene_0627,True,late,strong,symmetric,0.7656131889223496,24.0,1.2608894412675624,-1.4081448978541327,2.9064969005160113,2.9064969005160113,37.43954891043728
gene_0628,True,late,moderate,symmetric,0.6766014628195175,24.0,0.7512557630579098,-0.7819917851148448,1.8170911905270963,1.8170911905270963,36.142164064616225
gene_0629,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.7146741945928
gene_0630,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.92985708179833
gene_0631,True,middle,weak,symmetric,0.5806210499718135,20.0,-0.4442189247628579,0.3706554554958694,0.9813321325745905,0.9813321325745904,34.43903615431696
gene_0632,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.341532188930273
gene_0633,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.618477548735942
gene_0634,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.32374414915021
gene_0635,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.234160782644146
gene_0636,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.16444100050792
gene_0637,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.97840312076204
gene_0638,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.280627767264814
gene_0639,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.65183998876147
gene_0640,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.52029069205763
gene_0641,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.22286453423641
gene_0642,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.46308363638245
gene_0643,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.156813780227736
gene_0644,True,late,moderate,symmetric,0.7948976182430603,20.0,-0.9427202672297981,0.7898674100193075,1.6748030611178057,1.6748030611178055,31.99380841622594
gene_0645,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.91663346299295
gene_0646,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.223770947160965
gene_0647,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.553489378493907
gene_0648,True,early,strong,symmetric,0.30160754815210766,24.0,-0.8386182293868868,0.9044928229707173,2.306607576715268,2.306607576715268,23.098034720956647
gene_0649,True,late,weak,branch1_only,0.6415312729360767,20.0,-0.7158443502453802,0.0,0.8332403441263398,0.8332403441263397,23.19331551093898
gene_0650,True,late,strong,symmetric,0.7084167406520855,16.0,-1.4345497063010064,1.2284823896713004,2.715679836412072,2.715679836412072,37.25246872575912
gene_0651,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.93183052106185
gene_0652,True,early,moderate,symmetric,0.22110026140700162,12.0,-0.5028551710617549,0.4752868318960991,1.201830963470736,1.201830963470736,35.86953459831956
gene_0653,True,early,weak,symmetric,0.390178527999134,20.0,0.26924291465673067,-0.24225030380725882,0.6540151795941596,0.6540151795941598,29.091412653332135
gene_0654,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.143422537306623
gene_0655,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.47617291384012
gene_0656,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.30332896650813
gene_0657,True,late,strong,symmetric,0.6225294963147981,12.0,1.163469344789553,-1.0482606718188152,2.229348180495761,2.2293481804957613,25.400736363559222
gene_0658,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.220979737155794
gene_0659,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.701680612004036
gene_0660,True,early,weak,symmetric,0.24629109267951826,20.0,-0.2930999693415364,0.32850262004135483,0.8142530246612181,0.8142530246612181,22.541343924564494
gene_0661,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.448349128097842
gene_0662,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.42029582544052
gene_0663,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.90395027321863
gene_0664,True,early,moderate,symmetric,0.39555886700966675,16.0,-0.6832315144849741,0.6192506081986464,1.6096750746580557,1.6096750746580557,22.007655890604724
gene_0665,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.41233995545574
gene_0666,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.908985747498015
gene_0667,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.957544121902686
gene_0668,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.64806167394726
gene_0669,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,20.414591234159218
gene_0670,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,38.60042304367926
gene_0671,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.819008455140512
gene_0672,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,38.21123338168405
gene_0673,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,24.903802748030408
gene_0674,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.07226955243951
gene_0675,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.23732516426219
gene_0676,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.70685141259788
gene_0677,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.887513481927034
gene_0678,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.00101150532731
gene_0679,True,early,strong,symmetric,0.2664650846005827,16.0,0.7873818075613894,-0.9485392321227444,2.2084688023182975,2.2084688023182975,24.24469850729853
gene_0680,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.30413675699798
gene_0681,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.202776670931826
gene_0682,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.84515569404857
gene_0683,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.10721744133878
gene_0684,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.61444075168868
gene_0685,True,early,moderate,branch1_only,0.2545938985587226,20.0,-1.522868783780597,0.0,1.9925955178563979,1.9925955178563979,34.6844147559248
gene_0686,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.882770850177636
gene_0687,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,31.78730134574027
gene_0688,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.849160723551602
gene_0689,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.235113088656803
gene_0690,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.039127107974394
gene_0691,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.968908774748577
gene_0692,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.160001301530105
gene_0693,True,late,weak,symmetric,0.7404575837697197,12.0,-0.43385597043924207,0.39945304834530326,0.7006214131286976,0.7006214131286976,33.73030915002423
gene_0694,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,29.15990298287024
gene_0695,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.78470126801173
gene_0696,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.63525788961029
gene_0697,True,early,strong,symmetric,0.242150621778007,20.0,0.7333471632464221,-0.8276641797286486,2.0459391560065825,2.0459391560065825,34.434224841454366
gene_0698,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,32.8120800865401
gene_0699,True,late,strong,symmetric,0.7716715693404755,16.0,-1.4542037649051587,1.7719007642786646,2.9532364567014353,2.9532364567014353,22.973689273189976
gene_0700,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.961403848442206
gene_0701,True,early,moderate,symmetric,0.3889618042416375,16.0,-0.8034266605600703,0.7345333473885732,1.9041205660346756,1.9041205660346754,31.839513371862562
gene_0702,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.340379387089463
gene_0703,True,early,moderate,symmetric,0.2290273925128221,24.0,-0.6081288954416326,0.497943423797788,1.4760457059774068,1.476045705977407,37.78217390631342
gene_0704,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.3930731744597
gene_0705,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.237616551744317
gene_0706,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.78011392084784
gene_0707,True,middle,weak,symmetric,0.5998743739964054,12.0,0.4260797371429794,-0.4515431917914091,0.9048718959863674,0.9048718959863674,39.865475380713846
gene_0708,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,31.406767893272637
gene_0709,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,37.49616417157068
gene_0710,True,middle,weak,branch2_only,0.5543918604826501,20.0,0.0,0.6132182692609632,0.7470664071534704,0.7470664071534704,39.59085641656959
gene_0711,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.700624716073524
gene_0712,True,middle,moderate,branch2_only,0.5158056358581736,20.0,0.0,-1.5601818393255535,1.928580681241021,1.928580681241021,27.89475414157426
gene_0713,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.09442594866062
gene_0714,True,middle,weak,symmetric,0.49170766857479487,28.0,0.310067254479378,-0.3351794330160509,0.8401636537005965,0.8401636537005965,32.85118516890426
gene_0715,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,26.243761388877594
gene_0716,True,late,strong,symmetric,0.7759986213624255,24.0,-1.0216053800549836,1.0498995929979689,2.2229699721599716,2.2229699721599716,20.20361692315289
gene_0717,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,34.94925115726879
gene_0718,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.249613816546315
gene_0719,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,33.43198920134042
gene_0720,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,35.710336036735974
gene_0721,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,36.845745528213214
gene_0722,True,early,weak,symmetric,0.26209008141820533,12.0,0.42043051710133805,-0.3566886267502987,0.9456172921202437,0.9456172921202436,36.11389659322435
gene_0723,True,early,weak,symmetric,0.36731982099824617,16.0,0.3260782732768215,-0.3549076482616327,0.8478766575353505,0.8478766575353505,39.855895992561315
gene_0724,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,27.485316064147614
gene_0725,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.077443014940343
gene_0726,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,23.395183563235655
gene_0727,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,28.635531859449525
gene_0728,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,39.563176097326746
gene_0729,True,early,moderate,symmetric,0.37148102715592424,20.0,0.5936743562353914,-0.5874409598641901,1.5159786869364984,1.5159786869364984,20.670806729685903
gene_0730,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,22.654329848301355
gene_0731,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,21.369877289419033
gene_0732,False,nonDE,nonDE,nonDE,,,0.0,0.0,0.0,0.0,25.408565460342714
