"cell_id","cell_type"
"W38603","Basophils"
"W38604","Erythrocyte"
"W38605","Monocytes"
"W38606","Multipotent progenitors"
"W38607","Erythrocyte"
"W38608","Erythrocyte"
"W38609","Basophils"
"W38610","GMP"
"W38611","GMP"
"W38612","Basophils"
"W38613","Basophils"
"W38614","Basophils"
"W38615","Erythrocyte"
"W38616","Basophils"
"W38617","Monocytes"
"W38618","Monocytes"
"W38619","GMP"
"W38620","Monocytes"
"W38622","Erythrocyte"
"W38623","Erythrocyte"
"W38624","Megakaryocytes"
"W38625","Basophils"
"W38626","Multipotent progenitors"
"W38627","Monocytes"
"W38628","Monocytes"
"W38629","Erythrocyte"
"W38630","Erythrocyte"
"W38631","Erythrocyte"
"W38632","Basophils"
"W38633","Multipotent progenitors"
"W38634","Neutrophils"
"W38636","Monocytes"
"W38637","Erythrocyte"
"W38638","Neutrophils"
"W38640","GMP"
"W38643","Basophils"
"W38644","GMP"
"W38645","Basophils"
"W38646","Erythrocyte"
"W38647","Neutrophils"
"W38648","Erythrocyte"
"W38649","Monocytes"
"W38650","Erythrocyte"
"W38651","Monocytes"
"W38652","GMP"
"W38653","Monocytes"
"W38654","Neutrophils"
"W38655","GMP"
"W38656","Erythrocyte"
"W38657","Erythrocyte"
"W38659","Monocytes"
"W38660","Erythrocyte"
"W38662","Basophils"
"W38663","GMP"
"W38664","Erythrocyte"
"W38666","Erythrocyte"
"W38668","Erythrocyte"
"W38669","Erythrocyte"
"W38670","Megakaryocytes"
"W38672","Erythrocyte"
"W38673","Neutrophils"
"W38674","Erythrocyte"
"W38675","GMP"
"W38676","Basophils"
"W38677","Neutrophils"
"W38678","Monocytes"
"W38679","Erythrocyte"
"W38680","Erythrocyte"
"W38681","Monocytes"
"W38682","Multipotent progenitors"
"W38683","Monocytes"
"W38684","Erythrocyte"
"W38685","Erythrocyte"
"W38686","Erythrocyte"
"W38687","Erythrocyte"
"W38688","Erythrocyte"
"W38689","Monocytes"
"W38690","Multipotent progenitors"
"W38691","Erythrocyte"
"W38692","Monocytes"
"W38693","Neutrophils"
"W38694","Erythrocyte"
"W38695","Multipotent progenitors"
"W38697","Erythrocyte"
"W38698","Erythrocyte"
"W38699","GMP"
"W38700","Erythrocyte"
"W38701","Basophils"
"W38702","Monocytes"
"W38703","Basophils"
"W38704","Erythrocyte"
"W38705","Erythrocyte"
"W38707","Megakaryocytes"
"W38709","Monocytes"
"W38710","Erythrocyte"
"W38711","GMP"
"W38712","Erythrocyte"
"W38713","Monocytes"
"W38714","Basophils"
"W38715","Erythrocyte"
"W38716","Neutrophils"
"W38717","Erythrocyte"
"W38718","GMP"
"W38719","Monocytes"
"W38720","Erythrocyte"
"W38721","Monocytes"
"W38722","Monocytes"
"W38723","Neutrophils"
"W38724","Monocytes"
"W38726","GMP"
"W38727","Erythrocyte"
"W38728","Basophils"
"W38729","GMP"
"W38730","Monocytes"
"W38732","Erythrocyte"
"W38733","Erythrocyte"
"W38734","Monocytes"
"W38735","Erythrocyte"
"W38736","Erythrocyte"
"W38737","Erythrocyte"
"W38738","Erythrocyte"
"W38739","Monocytes"
"W38740","Erythrocyte"
"W38741","Megakaryocytes"
"W38742","GMP"
"W38744","GMP"
"W38745","Monocytes"
"W38747","GMP"
"W38748","Neutrophils"
"W38750","GMP"
"W38751","GMP"
"W38752","Basophils"
"W38753","Neutrophils"
"W38754","Erythrocyte"
"W38755","Neutrophils"
"W38756","Erythrocyte"
"W38757","Monocytes"
"W38759","Monocytes"
"W38761","Monocytes"
"W38765","Basophils"
"W38767","Erythrocyte"
"W38768","Erythrocyte"
"W38769","Neutrophils"
"W38770","Erythrocyte"
"W38771","Erythrocyte"
"W38772","Monocytes"
"W38773","Erythrocyte"
"W38774","Erythrocyte"
"W38775","Multipotent progenitors"
"W38776","GMP"
"W38777","Erythrocyte"
"W38778","GMP"
"W38779","Multipotent progenitors"
"W38781","Erythrocyte"
"W38782","Monocytes"
"W38783","Erythrocyte"
"W38784","Erythrocyte"
"W38785","Monocytes"
"W38786","Monocytes"
"W38788","Megakaryocytes"
"W38789","Monocytes"
"W38790","Monocytes"
"W38791","Erythrocyte"
"W38793","Monocytes"
"W38794","Basophils"
"W38795","Erythrocyte"
"W38796","Erythrocyte"
"W38797","Basophils"
"W38798","Erythrocyte"
"W38799","GMP"
"W38800","Erythrocyte"
"W38801","Megakaryocytes"
"W38802","Megakaryocytes"
"W38803","Monocytes"
"W38804","Erythrocyte"
"W38805","Basophils"
"W38806","Erythrocyte"
"W38807","Monocytes"
"W38808","Monocytes"
"W38809","GMP"
"W38810","Erythrocyte"
"W38811","GMP"
"W38812","Monocytes"
"W38813","Neutrophils"
"W38814","Erythrocyte"
"W38815","Erythrocyte"
"W38816","Monocytes"
"W38818","Erythrocyte"
"W38819","Neutrophils"
"W38820","Erythrocyte"
"W38821","Erythrocyte"
"W38822","Basophils"
"W38823","Basophils"
"W38825","Basophils"
"W38826","Megakaryocytes"
"W38827","Erythrocyte"
"W38828","Basophils"
"W38829","Basophils"
"W38830","Megakaryocytes"
"W38831","Megakaryocytes"
"W38832","Monocytes"
"W38833","Monocytes"
"W38834","Monocytes"
"W38836","Erythrocyte"
"W38837","Erythrocyte"
"W38838","Monocytes"
"W38839","Multipotent progenitors"
"W38840","Monocytes"
"W38841","Monocytes"
"W38843","Erythrocyte"
"W38845","Basophils"
"W38846","Erythrocyte"
"W38847","Basophils"
"W38848","Erythrocyte"
"W38849","Erythrocyte"
"W38850","Monocytes"
"W38851","GMP"
"W38852","Neutrophils"
"W38853","Monocytes"
"W38854","Erythrocyte"
"W38855","Basophils"
"W38858","Monocytes"
"W38859","Erythrocyte"
"W38860","Erythrocyte"
"W38861","Monocytes"
"W38862","Erythrocyte"
"W38863","Basophils"
"W38864","Erythrocyte"
"W38865","Basophils"
"W38866","GMP"
"W38867","GMP"
"W38868","GMP"
"W38869","Monocytes"
"W38870","Erythrocyte"
"W38871","Erythrocyte"
"W38872","GMP"
"W38873","Multipotent progenitors"
"W38874","Erythrocyte"
"W38875","Monocytes"
"W38876","Erythrocyte"
"W38877","Erythrocyte"
"W38878","Multipotent progenitors"
"W38879","Erythrocyte"
"W38880","Basophils"
"W38881","Basophils"
"W38882","Monocytes"
"W38883","Erythrocyte"
"W38884","Basophils"
"W38886","Erythrocyte"
"W38887","Erythrocyte"
"W38889","Erythrocyte"
"W38890","Monocytes"
"W38891","Multipotent progenitors"
"W38892","Erythrocyte"
"W38893","Monocytes"
"W38894","Erythrocyte"
"W38895","Basophils"
"W38896","Megakaryocytes"
"W38897","GMP"
"W38900","Megakaryocytes"
"W38901","Neutrophils"
"W38902","Basophils"
"W38903","Basophils"
"W38904","Basophils"
"W38905","Erythrocyte"
"W38906","Basophils"
"W38907","Neutrophils"
"W38908","GMP"
"W38909","Monocytes"
"W38910","Multipotent progenitors"
"W38911","Basophils"
"W38912","Basophils"
"W38913","Monocytes"
"W38914","Neutrophils"
"W38915","Erythrocyte"
"W38916","Multipotent progenitors"
"W38917","Basophils"
"W38918","Basophils"
"W38919","Erythrocyte"
"W38920","Erythrocyte"
"W38921","Monocytes"
"W38922","Monocytes"
"W38923","GMP"
"W38924","Monocytes"
"W38925","Erythrocyte"
"W38926","GMP"
"W38927","Monocytes"
"W38928","GMP"
"W38929","Basophils"
"W38930","GMP"
"W38931","GMP"
"W38932","Erythrocyte"
"W38933","Erythrocyte"
"W38934","Multipotent progenitors"
"W38935","Basophils"
"W38937","Erythrocyte"
"W38938","Multipotent progenitors"
"W38939","GMP"
"W38940","Multipotent progenitors"
"W38941","GMP"
"W38942","Erythrocyte"
"W38943","Erythrocyte"
"W38944","GMP"
"W38945","Erythrocyte"
"W38947","Megakaryocytes"
"W38948","Erythrocyte"
"W38949","Monocytes"
"W38950","Neutrophils"
"W38951","Monocytes"
"W38952","GMP"
"W38953","GMP"
"W38954","Basophils"
"W38955","Multipotent progenitors"
"W38956","Monocytes"
"W38957","GMP"
"W38958","Monocytes"
"W38959","Monocytes"
"W38960","Monocytes"
"W38961","Erythrocyte"
"W38962","Basophils"
"W38963","GMP"
"W38964","Multipotent progenitors"
"W38965","Monocytes"
"W38966","Erythrocyte"
"W38967","Erythrocyte"
"W38968","Megakaryocytes"
"W38969","Multipotent progenitors"
"W38970","Erythrocyte"
"W38971","Multipotent progenitors"
"W38972","Basophils"
"W38973","Multipotent progenitors"
"W38974","Erythrocyte"
"W38975","Megakaryocytes"
"W38976","Erythrocyte"
"W38977","Erythrocyte"
"W38978","Erythrocyte"
"W38979","Monocytes"
"W38980","Monocytes"
"W38981","Basophils"
"W38982","Erythrocyte"
"W38983","Erythrocyte"
"W38985","Erythrocyte"
"W38987","Basophils"
"W38989","Erythrocyte"
"W38990","Erythrocyte"
"W38991","Megakaryocytes"
"W38992","Erythrocyte"
"W38993","Monocytes"
"W38994","Erythrocyte"
"W38996","Erythrocyte"
"W38997","Erythrocyte"
"W38998","GMP"
"W38999","Megakaryocytes"
"W39000","Monocytes"
"W39001","Basophils"
"W39002","GMP"
"W39003","Monocytes"
"W39004","Monocytes"
"W39005","Erythrocyte"
"W39006","Basophils"
"W39007","Monocytes"
"W39008","GMP"
"W39009","Erythrocyte"
"W39010","Erythrocyte"
"W39011","Neutrophils"
"W39012","Neutrophils"
"W39013","Basophils"
"W39015","Erythrocyte"
"W39017","Basophils"
"W39018","GMP"
"W39019","Basophils"
"W39020","Basophils"
"W39021","Erythrocyte"
"W39022","Erythrocyte"
"W39023","Monocytes"
"W39024","Monocytes"
"W39025","Monocytes"
"W39026","Basophils"
"W39027","Monocytes"
"W39028","Erythrocyte"
"W39029","Basophils"
"W39030","Neutrophils"
"W39031","Erythrocyte"
"W39032","Erythrocyte"
"W39033","Multipotent progenitors"
"W39034","GMP"
"W39035","GMP"
"W39036","Erythrocyte"
"W39037","Monocytes"
"W39038","Monocytes"
"W39039","Erythrocyte"
"W39040","Erythrocyte"
"W39041","Megakaryocytes"
"W39042","Erythrocyte"
"W39043","Basophils"
"W39044","Basophils"
"W39045","Erythrocyte"
"W39047","GMP"
"W39048","GMP"
"W39050","GMP"
"W39051","Erythrocyte"
"W39053","Neutrophils"
"W39054","Monocytes"
"W39055","Erythrocyte"
"W39056","GMP"
"W39057","Erythrocyte"
"W39058","Erythrocyte"
"W39059","GMP"
"W39060","Monocytes"
"W39061","Neutrophils"
"W39062","Erythrocyte"
"W39064","GMP"
"W39065","Monocytes"
"W39066","Basophils"
"W39067","Erythrocyte"
"W39068","Multipotent progenitors"
"W39069","Erythrocyte"
"W39070","Multipotent progenitors"
"W39071","Erythrocyte"
"W39073","Basophils"
"W39074","Basophils"
"W39075","Basophils"
"W39076","Erythrocyte"
"W39077","Erythrocyte"
"W39078","Monocytes"
"W39079","Megakaryocytes"
"W39081","Multipotent progenitors"
"W39082","Multipotent progenitors"
"W39083","Basophils"
"W39084","Basophils"
"W39085","Erythrocyte"
"W39087","Erythrocyte"
"W39088","Monocytes"
"W39089","Basophils"
"W39090","Monocytes"
"W39091","GMP"
"W39092","Basophils"
"W39093","Multipotent progenitors"
"W39094","Monocytes"
"W39095","Megakaryocytes"
"W39096","GMP"
"W39097","Erythrocyte"
"W39098","Neutrophils"
"W39099","Erythrocyte"
"W39100","Monocytes"
"W39101","Monocytes"
"W39103","Monocytes"
"W39104","Erythrocyte"
"W39105","Erythrocyte"
"W39106","GMP"
"W39107","Erythrocyte"
"W39109","Basophils"
"W39110","Erythrocyte"
"W39111","Basophils"
"W39112","Erythrocyte"
"W39113","Basophils"
"W39114","Basophils"
"W39115","Neutrophils"
"W39116","GMP"
"W39117","Neutrophils"
"W39118","Basophils"
"W39119","Erythrocyte"
"W39120","Erythrocyte"
"W39121","GMP"
"W39122","Neutrophils"
"W39123","Megakaryocytes"
"W39125","Basophils"
"W39126","GMP"
"W39127","Erythrocyte"
"W39128","Monocytes"
"W39129","Basophils"
"W39130","GMP"
"W39131","Monocytes"
"W39134","Basophils"
"W39135","Monocytes"
"W39137","Monocytes"
"W39138","Monocytes"
"W39139","GMP"
"W39140","Monocytes"
"W39141","Neutrophils"
"W39142","Erythrocyte"
"W39143","Erythrocyte"
"W39144","Basophils"
"W39145","Erythrocyte"
"W39146","Multipotent progenitors"
"W39148","Erythrocyte"
"W39149","Basophils"
"W39150","Erythrocyte"
"W39152","Multipotent progenitors"
"W39153","Basophils"
"W39154","Erythrocyte"
"W39155","Monocytes"
"W39156","Basophils"
"W39157","Megakaryocytes"
"W39158","Basophils"
"W39159","Multipotent progenitors"
"W39160","GMP"
"W39161","GMP"
"W39162","Monocytes"
"W39163","Neutrophils"
"W39164","Erythrocyte"
"W39165","Basophils"
"W39166","Multipotent progenitors"
"W39167","Monocytes"
"W39168","Erythrocyte"
